OID_,Shape_Length,Shape_Area,Majority_use,Minority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification,Kmeans_Cluster
2354,845.3001725,27736.675,RESIDENTIAL ONLY,RESIDENTIAL ONLY,66,0.149184831,0.474479862,8.888472528,3.180483271,13160.49372,4137.891175,37.31799713,-11.42424492,16.77213078,1.544841043,1.372815714,0.460369014,75.70770688,20.74479637,3.062776255,49.41635829,5.907574399,26.11802303,646.6226222,1,1
2355,441.9860057,8867.933,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.127798037,0.421824342,9.222281039,3.30071064,3740.710005,1133.304433,33.62825378,10.02904132,16.27660726,1.514888754,1.4652732,0.487218036,49.04764696,11.07027331,2.138471441,16.61682093,2.875248975,20.01895038,701.6473844,1,1
2356,437.3859099,11335.49195,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.128526005,0.401004766,8.721992468,3.120028258,4545.586299,1456.90549,37.07084127,19.8941661,16.37916815,1.608205245,1.462758501,0.499424488,64.46013139,17.60465561,2.976717148,44.61476932,4.839105708,23.14252379,689.067692,1,1
2357,834.2579497,24821.61395,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,51,0.146518368,0.440672028,8.421344672,3.007623097,10938.19095,3636.822372,35.96671623,-17.42191253,17.3009845,1.451617508,1.077214263,0.38471938,125.6051309,30.75964969,4.790099835,57.61245995,8.692576549,38.33001307,650.9814708,1,1
2358,334.6134439,6787.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.249149724,1.174658668,13.20107541,4.714669788,7972.995711,1691.10375,36.08785778,20.82890193,17.80325463,1.527116214,0.471865606,0.168523431,78.1488347,14.19947796,0.668824918,56.38484694,2.941649474,18.27633407,672.9340665,1,1
2359,419.4744969,10367.5475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.158736737,0.497089674,8.747617792,3.131535151,5153.60081,1645.710663,38.1531058,-11.15860857,16.73580154,1.570682005,1.227548234,0.397111061,71.89903903,21.34665087,3.701905972,47.42716856,6.063412786,23.67595691,639.0345483,1,1
2360,515.6462255,15732.5053,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.103934182,0.327848324,8.810701406,3.154384006,5157.875495,1635.145076,39.29629624,-18.82775654,17.4270542,1.813570899,1.421643114,0.470932178,67.78946609,19.139209,4.578369227,45.40682662,5.485490601,23.79327452,653.9244751,1,1
2361,245.1516815,4034.55,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.212033806,0.760241592,9.935170452,3.585473516,3067.232713,855.46099,34.24338064,27.82845133,18.21359662,1.332330469,3.464074137,1.14686069,274.5819683,63.43801775,9.263661625,46.33851074,16.02661781,82.96982595,667.1969619,1,1
2362,336.6191156,6936.8755,COMMUNITY - HEALTH,RESIDENTIAL ONLY,4,0.294001417,2.103118221,20.02960083,7.153428867,14589.06926,2039.451227,21.70584393,82.3658753,41.75148406,1.518785392,3.623791733,1.294211333,4695.996424,635.1243182,5.646894295,10.72063533,39.51243657,324.6040736,717.1742118,2,0
2363,826.5999705,27380.685,RESIDENTIAL ONLY,RESIDENTIAL ONLY,62,0.137028724,0.423231756,8.62858938,3.088635313,11588.37539,3751.940328,37.02235172,-31.76010811,17.24316232,1.566123225,1.150176096,0.369592304,74.30274469,23.05974109,3.207945403,53.88644885,6.293055922,22.80358285,647.6793001,1,1
2364,294.9696761,5678.4636,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.163108423,0.44970696,7.719892495,2.757104463,2553.644603,926.2052455,37.15934315,-38.97889351,17.86051139,1.549172307,0.754552359,0.269482985,33.74555338,12.7439519,3.164756777,48.25827613,4.217901722,12.40460275,680.1233729,1,1
2365,433.1921511,10606.306,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.147014756,0.450043724,8.571401015,3.061214648,4773.301454,1559.283486,35.35510469,8.14179068,16.28625787,1.532314049,1.05006792,0.375024257,83.22334067,24.18609453,3.205915819,30.32632473,5.841126464,23.80863426,685.7942891,1,1
2366,484.7110228,15891.89,RESIDENTIAL ONLY,RESIDENTIAL ONLY,53,0.191135251,0.598422223,8.743181022,3.130883613,9510.060139,3037.500377,38.60486328,16.8801892,19.37745584,1.6488445,1.827142772,0.622442372,78.89330059,21.27596398,5.523633926,38.94716726,7.023449002,32.6753082,635.0343642,1,1
2367,584.1457001,8493.51125,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.273324483,0.837085365,8.543260478,3.062606617,7109.793964,2321.484567,34.76322058,1.092624029,18.69263661,1.50719995,1.950423922,0.65804965,113.83674,33.16443621,3.668190414,55.83992238,8.931081429,38.75480771,634.9304193,1,1
2368,193.2997461,2506.38095,RESIDENTIAL ONLY,RESIDENTIAL ONLY,6,0.187475488,0.344120663,5.139540435,1.835550155,862.497474,469.8849905,30.22946378,-49.32046735,20.37013483,0.942490655,1.074592847,0.38378316,14.40724836,16.75374046,2.684767813,48.79278612,5.335463943,6.706534175,708.3222643,2,2
2369,260.6419793,4195.4678,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.182948697,0.803402769,12.29594868,4.391410242,3370.650448,767.555369,28.05508947,-38.88162662,22.22369038,1.682551999,4.383936582,1.565691636,1077.635084,166.6549558,4.906052227,30.83960879,33.81064354,250.9152785,698.7689406,1,2
2370,413.9380092,9020.3175,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.143793582,0.443385972,8.625886593,3.083489316,3999.482241,1297.06376,38.19487692,-18.94408596,17.04492641,1.592243167,1.21352602,0.417985694,83.6164794,23.64568775,3.238964648,49.23048705,6.481282574,26.66436971,677.4147311,1,1
2371,384.5604635,8479.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.199173873,0.59626313,8.366067687,2.99368146,5056.013214,1688.894856,36.67767581,-10.86213486,20.61840995,1.51646745,1.744988943,0.602087856,91.90707098,26.16461607,4.838635466,63.49865175,9.257250096,38.47834794,625.6705296,1,1
2372,541.024055,13970.267,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.153876944,0.48770461,8.867906685,3.169445622,6813.363616,2149.701987,32.95449939,-8.345708825,16.68853427,1.446745995,1.002026043,0.342340175,41.49900655,10.23068091,1.882861726,36.42908067,3.63925491,18.2197025,692.2888522,1,1
2373,512.3008159,7417.38515,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.242634388,0.736332601,8.482916818,3.034741303,5461.662497,1799.712707,33.74414303,-21.49790734,18.6549383,1.595213127,1.601325237,0.551574754,71.10385694,19.70917447,3.03850821,62.55002743,6.089689603,28.00663691,705.907269,1,1
2374,666.2157435,21059.5247,RESIDENTIAL ONLY,RESIDENTIAL ONLY,55,0.138014834,0.429870793,8.690445267,3.114670936,9052.874573,2906.526799,38.44288554,-37.14631892,16.88402494,1.677248992,1.492105178,0.482071635,75.53349671,22.21916578,3.772688172,36.85222118,6.057590969,24.77258461,651.0617396,1,1
2375,912.4695377,30257.2565,RESIDENTIAL ONLY,RESIDENTIAL ONLY,80,0.123662124,0.394494192,8.926280803,3.190097169,11936.31195,3741.676605,38.4942158,-6.552767416,17.56874256,1.885764158,1.005767519,0.344970584,64.59713615,17.90958475,3.047300876,71.66711752,5.64365772,22.11733002,655.8630725,1,1
2376,341.279078,6784.04795,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.197680925,0.509439697,7.215825961,2.5770807,3456.063335,1341.076875,36.24838467,-20.46953975,19.2583112,1.264209023,0.261649773,0.093446347,39.57354887,14.22626985,1.065012152,62.12760666,4.330424808,11.94386613,692.6385327,1,1
2377,558.9214981,15194.4475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,41,0.163311079,0.494674172,8.442983196,3.029030084,7516.30073,2481.421619,37.61649895,-25.77425064,16.63006353,1.453718014,1.484291628,0.46898411,66.11312676,19.44630523,3.703951997,47.10028072,5.63125445,23.82380873,676.7363213,1,1
2378,1183.671255,20679.81505,RESIDENTIAL ONLY,RESIDENTIAL ONLY,67,0.194034093,0.629065377,9.066276581,3.2420353,13008.95566,4012.589162,36.92586892,-38.19104829,18.12345828,1.652035092,1.550614582,0.535827744,78.46627802,20.92316313,3.445593432,42.50501839,6.689690396,30.27616625,624.7804831,1,1
2379,575.1546603,14311.16905,RESIDENTIAL ONLY,RESIDENTIAL ONLY,44,0.134651816,0.293256346,6.053779749,2.177886296,4196.841141,1927.024902,31.89939736,-37.5617352,18.3179161,1.35280966,1.487138001,0.487096722,42.82021966,21.76993141,3.829928311,58.6934051,7.711557955,18.90894569,690.8683973,1,1
2380,400.0323429,9694.635,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.159647519,0.367056296,6.424753379,2.29916692,3558.476815,1547.724427,30.72148979,1.801006717,19.13867488,1.395953714,1.308805993,0.452992705,65.97382938,26.70608555,3.459819489,54.0992401,8.147692658,23.28888755,712.8465228,2,2
2381,698.0302286,22516.14605,RESIDENTIAL ONLY,RESIDENTIAL ONLY,60,0.149287993,0.438542197,8.203412871,2.937558413,9874.28016,3361.390243,37.19695217,-29.58878059,17.23983199,1.545041507,1.360664422,0.451156635,68.20953396,21.30285031,4.485794844,45.56217066,5.771554209,22.84892292,669.2868709,1,1
2382,422.5974299,10992.58,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.153782291,0.498961836,9.084876613,3.24459879,5484.877903,1690.46414,34.00948987,-11.69536656,16.63623839,1.459843316,1.067750639,0.381339514,45.65984041,8.588976135,2.685562448,47.09980204,2.678744128,18.90676176,666.9974022,1,1
2383,224.0960509,3656.4,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.221322401,0.472903441,5.972044729,2.136717485,1729.12414,809.2432275,28.73332139,-11.45556396,18.10383803,1.191886369,1.586817913,0.557924464,66.84676318,28.36276732,3.55858912,32.3971625,7.770286366,25.60390799,730.6717344,2,2
2384,348.6720285,6406.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.224256471,0.692219541,8.642848583,3.086731637,4434.704487,1436.69908,34.59719434,0.010303836,19.31206207,1.480348591,1.025107197,0.366109713,77.62491464,22.66862232,3.101801627,51.40693461,7.286626786,28.35386443,648.1290749,1,1
2385,311.8542983,6407.51195,RESIDENTIAL ONLY,RESIDENTIAL ONLY,4,0.01733161,0.02924341,4.724405124,1.687287544,187.3775011,111.0525,15.20391225,-16.77632936,25.43544785,1.346067712,0.080146494,0.028623748,33.08382986,19.89429003,4.303072747,50.51001972,10.46175332,17.47814215,699.5693618,1,2
2386,464.8864596,14711.665,RESIDENTIAL ONLY,RESIDENTIAL ONLY,56,0.206083625,0.646328409,8.760006129,3.136243389,9508.567036,3031.83326,38.50203206,20.39873689,19.32895787,1.691762706,1.868817784,0.640376712,81.98100907,21.33091587,5.716848248,38.35483899,7.043598817,33.81917585,627.7516634,1,1
2387,392.3227343,9103.96,RESIDENTIAL ONLY,RESIDENTIAL ONLY,35,0.243922113,0.757027107,8.667100846,3.103560806,6891.944503,2220.657162,33.67760689,22.84915808,18.071126,1.568493988,1.346672451,0.438846378,74.12828895,21.78927265,2.220164925,41.83263034,6.199843722,25.21584264,656.6196907,1,1
2388,555.5405967,13758.205,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.181583863,0.564488022,8.700875775,3.108690452,7766.341929,2498.268009,33.4336731,-2.846653881,16.51849281,1.390969026,0.586590859,0.195656117,28.34699604,7.906319538,1.371361185,34.82961015,2.629090553,11.05236557,700.2024083,1,1
2389,1092.388778,18935.9365,RESIDENTIAL ONLY,RESIDENTIAL ONLY,69,0.202548344,0.668580077,9.232341316,3.300841993,12660.18989,3835.442581,35.81566398,-38.02569406,17.69066377,1.701166118,1.772245288,0.618770607,98.23179349,25.07407938,4.266836605,37.36093628,7.42474719,34.86076967,647.4514637,1,1
2390,348.5773031,7532.633,RESIDENTIAL ONLY,RESIDENTIAL ONLY,36,0.174250113,0.430710949,6.921032282,2.471797244,3244.387511,1312.56215,32.90762559,-20.43010837,17.37736057,1.67731716,0.936452109,0.334447182,18.9050718,8.669832433,2.968261467,44.37664532,3.50214239,9.933989448,700.3760358,1,1
2391,370.7938122,5322,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.212250623,0.630302033,8.247160119,2.969612164,3354.467419,1129.597816,31.91852654,4.524775617,18.12792808,1.498677861,2.061109077,0.656105317,102.2155937,29.21999553,3.940061997,27.31347788,8.045773905,35.81803502,673.4154557,1,1
2392,1025.601001,32824.4741,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,55,0.15839522,0.545410187,9.641380094,3.443350034,17902.80256,5199.239802,29.33269747,0.646251787,19.06523588,1.395008419,1.031120988,0.368257496,418.0865494,101.9854493,7.556828743,46.94905919,23.98981858,104.1661194,725.8644092,2,2
2393,641.5248799,17637.08455,RESIDENTIAL ONLY,RESIDENTIAL ONLY,36,0.152333758,0.507882284,9.335228222,3.334010079,8957.562776,2686.723375,32.75708075,31.99701165,16.10721577,1.540449313,0.617205808,0.220430646,40.64454027,10.397598,1.701628932,44.14699225,2.559959226,12.30366995,690.1788883,1,1
2394,438.5943456,7784.9023,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.179227765,0.534929648,8.263940529,2.984636027,4164.37505,1395.270642,31.88387604,1.12960005,17.86438474,1.579752007,2.383610575,0.759799236,81.82519158,21.2024087,6.198915514,20.32462109,7.125358296,35.3300643,685.1432485,1,1
2395,468.1924314,12812.335,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.144125607,0.490167746,9.522733096,3.400976106,6280.193365,1846.585561,38.40068715,6.142178685,17.05258859,1.656745232,0.934215723,0.333648472,67.76453468,19.9714135,1.514261022,56.97965,6.042507794,21.55438302,661.6087776,1,1
2396,846.3363811,21148.035,RESIDENTIAL ONLY,RESIDENTIAL ONLY,54,0.146500019,0.349325614,6.667171659,2.384474884,7387.550322,3098.187527,33.2066152,-15.43065526,19.06834172,1.304725255,1.508438669,0.529275168,57.29032152,24.92512821,6.208611471,50.40458733,7.340078402,23.96246584,690.7418109,1,1
2397,646.8983011,21292.9916,RESIDENTIAL ONLY,RESIDENTIAL ONLY,62,0.127369554,0.373324632,8.14194954,2.931035107,7949.198254,2712.078834,37.80927323,-21.48392472,18.2488134,1.747637711,1.972178768,0.630592893,75.61734513,21.4087827,5.346075844,49.6881347,6.870600827,30.57733806,650.2670173,1,1
2398,535.6302811,13954.84,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.166828668,0.495127415,8.292204684,2.967879695,6909.423854,2328.067365,34.71113853,5.583094188,16.40017477,1.349162182,1.015868799,0.321544631,39.77385855,11.14176275,1.51577097,46.38565815,3.5920161,16.28295167,692.8893653,1,1
2399,581.1701537,16974.2648,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.156946874,0.498692906,8.880671236,3.177463117,8464.945447,2664.057806,37.46722375,-15.53927344,16.90138861,1.505027463,1.135107185,0.368620308,61.4021216,17.05420812,3.947383781,44.21554715,5.348739773,22.99323854,665.2640712,1,1
2400,245.8360334,3898.995,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.208101696,0.530319266,7.135424544,2.548365909,2067.712165,811.387473,35.21793537,8.921380559,19.47693678,1.244568957,0.208620166,0.074507202,21.1727991,7.449970378,1.497610628,0.751305022,2.683506731,6.592712875,691.8019902,1,1
2401,353.0948458,7528.8425,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.269917995,0.548004288,5.649963127,2.030262144,4125.837974,2032.170075,28.37991142,1.78839492,18.91772351,1.249642451,1.071292266,0.341144878,37.83639186,14.69519862,7.401549905,54.13744472,5.094408405,15.50931179,633.8959609,1,2
2402,652.4030251,20008.5647,RESIDENTIAL ONLY,RESIDENTIAL ONLY,58,0.142106282,0.404915071,7.878381226,2.849381924,8101.769397,2843.34274,37.46330819,-38.4924386,17.5639414,1.538510078,2.061236017,0.627083168,80.90102018,23.87107677,4.614242586,44.30823559,6.940244044,30.39942884,653.3324657,1,1
2403,478.954656,13578.6865,RESIDENTIAL ONLY,RESIDENTIAL ONLY,35,0.132465338,0.410619044,8.657108037,3.099822585,5575.667274,1798.705291,37.63549147,23.17088474,17.25900026,1.676351061,1.710448762,0.579782398,85.99124311,23.08924311,3.25852132,56.47980502,6.765015008,30.23683893,657.5867279,1,1
2404,328.3406831,6329,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,16,0.395692653,2.531391844,17.91263272,6.397368828,16021.17898,2504.3388,36.64784837,9.394232846,16.35008058,2.047639848,0.437821702,0.156364894,235.2405342,34.20773564,2.130620812,42.96089434,5.851558549,42.60269871,665.8991672,1,3
2405,447.920223,13373.22685,RESIDENTIAL ONLY,RESIDENTIAL ONLY,37,0.180502289,0.595539301,9.232521753,3.299344873,7964.282165,2413.898054,37.10973652,36.00624185,21.10454412,1.665545457,1.93934244,0.685524428,197.349327,45.89189137,5.532034478,56.90187449,14.94845443,70.84025457,633.2958603,1,1
2406,494.5775418,12886.475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,39,0.19444673,0.631365726,9.069419175,3.246985561,8136.078638,2505.73293,39.51531443,5.499314513,19.49781099,1.645953217,1.779342525,0.604000106,91.49761767,23.18530017,4.926451176,44.57121273,7.286599871,35.45926791,642.0132918,1,1
2407,507.4916259,12336.065,RESIDENTIAL ONLY,RESIDENTIAL ONLY,49,0.252354703,0.935286762,10.10914503,3.706238696,11537.75829,3113.064017,29.29138204,-59.8463034,23.14850033,1.478777766,3.835429021,1.13345366,259.6873592,58.40465426,7.120427823,29.25210083,17.75042347,91.77850527,677.9073573,1,2
2408,513.1352797,13451.00295,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.150749243,0.476551938,8.819152855,3.161222744,6410.101518,2027.728519,38.51497271,-19.07027705,17.11413356,1.604161417,1.405081707,0.44308773,83.23183684,22.64660869,2.642817649,44.96416642,6.111287596,27.1596627,668.4579511,1,1
2409,699.2022971,20186.76605,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.135380607,0.451719597,9.335366182,3.336663996,9118.757831,2732.896644,38.26960532,28.44181172,16.77954369,1.594754512,1.145729051,0.392890308,56.62260727,14.026012,2.409821993,56.42674177,3.991088772,20.04964418,671.7020491,1,1
2410,923.4051852,30771.139,RESIDENTIAL ONLY,UNCLASSIFIED,32,0.116462818,0.437983871,10.52452794,3.76071846,13477.26257,3583.693568,29.9380689,-10.42010333,21.95016343,1.284225052,2.903412111,1.031373527,1507.817936,285.20054,5.868326442,70.71245845,48.8430125,278.6649918,678.3892944,1,2
2411,545.4685113,14725.761,RESIDENTIAL ONLY,RESIDENTIAL ONLY,37,0.15190389,0.488469991,8.995409147,3.215651633,7193.09235,2236.900377,37.19302534,-11.42457421,16.60671309,1.593065763,1.231702499,0.423533254,65.73793168,18.30855119,2.435227427,47.1592177,5.192355945,22.80844599,665.6059818,1,1
2412,440.2991195,10563.4984,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.155479796,0.456007948,8.162527441,2.932908063,4817.03923,1642.410575,37.30123367,-40.00343267,17.42644258,1.603514747,1.68875706,0.537127575,75.50589199,23.22752945,4.165960631,44.3072466,6.514717482,26.25080154,654.5451799,1,1
2413,461.9011493,13560.05535,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.199321566,0.57369377,8.059050502,2.878232322,7779.319278,2702.811463,39.01573883,-9.873579797,20.61703246,1.248691475,0.975005082,0.348216101,87.18371075,24.70128681,2.101653941,57.84584537,8.700206596,32.95571655,628.4172293,1,1
2414,453.6212487,11037.745,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.156915599,0.507187228,9.029761663,3.232229509,5598.203286,1731.994365,39.69252799,5.547068342,16.99624731,1.548066659,1.539382497,0.51636632,68.24676601,17.71115353,2.489251276,46.7747277,5.869798537,27.00759198,641.0206182,1,1
2415,625.4415714,16504.2489,RESIDENTIAL ONLY,RESIDENTIAL ONLY,54,0.151133795,0.468698887,8.643322028,3.101218283,7735.523087,2494.349764,37.62173431,34.81873222,16.7886913,1.742401365,1.695355663,0.548803476,69.63514597,19.38341734,4.495729953,45.27467647,5.345401344,24.54748872,659.8599083,1,1
2416,466.1799481,12418,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.127277113,0.391512172,8.601410927,3.076061069,4861.798151,1580.527189,35.45336115,-38.78503653,16.12102662,1.422295521,1.159149455,0.39055862,49.59291805,13.91522947,2.946682432,46.51957027,3.918803511,18.46810656,676.8286766,1,1
2417,624.2402563,16938.12,RESIDENTIAL ONLY,RESIDENTIAL ONLY,49,0.161019922,0.376446475,6.537486059,2.337887575,6376.295575,2727.374767,33.89318164,-17.96915456,18.96428295,1.288924383,1.350407911,0.472538689,96.25807497,40.46161809,3.943999801,47.66978794,10.96636016,31.29020269,701.8143624,1,1
2418,485.2586309,12003.33,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.168107718,0.357284962,5.941498943,2.125333478,4288.609305,2017.852411,33.16461149,-4.553206564,18.61837516,1.128105353,1.286916291,0.450609905,52.43960061,23.95816294,3.841706291,19.67104391,7.153721002,20.76441055,697.5865711,1,1
2419,674.8490222,24549.5975,RESIDENTIAL ONLY,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,26,0.147556173,0.447821418,8.495158954,3.03492161,10993.83556,3622.444644,28.9857755,0.341569948,35.90160362,1.039344644,0.692842954,0.239013409,2129.643493,720.3958009,4.320236183,38.83253364,135.6463522,399.6941755,707.4580637,2,2
2420,576.2904158,18241.81795,COMMUNITY - EDUCATIONAL,RESIDENTIAL ONLY,36,0.22545254,0.758822493,9.389639192,3.365774864,13842.30178,4112.664192,27.85147014,-56.94608659,73.66177343,1.038124116,1.779308181,0.582733692,4745.77921,1312.246573,6.156705631,26.70756832,235.5424902,858.4462859,671.01073,1,0
2421,332.5354534,6994.4067,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.15846817,0.751375753,13.27618109,4.741493248,5255.4276,1108.390827,34.42745499,37.10741597,28.22766431,1.682873666,1.602724042,0.572401444,1582.252961,296.8285501,2.772885244,48.96181383,62.06096655,342.2370801,695.1300935,1,1
2422,720.7605492,18933.7488,RESIDENTIAL ONLY,RECREATION AND LEISURE,42,0.172349205,0.528542323,8.576501792,3.066694294,10007.28757,3263.216554,36.08313373,-9.022066015,23.61149841,1.304892613,1.703838885,0.594666118,1296.864295,368.6720616,4.113974614,45.63712249,66.72179939,240.4241936,665.2012846,1,1
2423,336.2167812,6665.425,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.198570152,0.522685961,7.370295488,2.632248389,3483.924073,1323.554457,35.07598742,6.776496834,19.2848311,1.179326948,0.354746473,0.126695169,63.36356212,25.93251993,1.537066276,35.42093007,6.381820807,14.8680599,693.2810205,1,1
2424,605.1460817,17414.38,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.158059335,0.48647327,8.610680315,3.077788903,8471.630388,2752.50533,33.56738039,-68.82500426,16.03875076,1.422516922,0.719974886,0.233677219,26.49844422,7.416649194,1.470069714,30.49612276,2.146152916,10.31905725,685.3421631,1,1
2425,448.2920777,10945.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.154207357,0.479949293,8.707480177,3.112363156,5253.284982,1687.876626,34.32986646,-65.5671412,16.99808525,1.405950869,0.668594853,0.212022419,30.13890066,8.435542324,1.938955966,8.671996031,3.14237871,12.8788429,692.5545385,1,1
2426,532.2011258,13559.56,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.154333509,0.50953802,9.241659318,3.301538506,6909.11135,2092.694472,38.82577936,49.95311209,16.87652589,1.632551785,1.056333756,0.371030071,72.43973474,20.25216905,1.826684731,43.73333316,5.534742249,23.16575777,652.949944,1,1
2427,638.7279932,17181.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.162150546,0.507204533,8.752927022,3.12798537,8714.534682,2785.989598,33.50798192,-58.14480791,16.28473586,1.446127948,0.807477225,0.272436981,30.84303752,7.87176702,1.886354919,41.18657056,2.512192589,12.50133351,674.2296174,1,1
2428,624.6453513,17150.974,RESIDENTIAL ONLY,RESIDENTIAL ONLY,42,0.158320891,0.521840785,9.229067594,3.296095569,8950.077734,2715.357477,38.34244396,-12.65624516,16.83241771,1.654506925,0.449944484,0.160694459,69.96284101,20.29020732,2.530736036,46.61042461,5.111144559,19.03379757,655.6985853,1,1
2429,446.0472565,10813.51445,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,41,0.236882359,0.839675152,9.905815422,3.54469263,9079.839388,2561.530812,34.40132837,-58.25278218,23.39086195,1.426276365,1.97155082,0.676827992,2382.682381,574.8312319,3.024577151,12.94567909,78.15292702,335.1203291,651.0421691,1,1
2430,449.6109974,10955.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.150937144,0.450151609,8.341806335,2.982377951,4931.635953,1653.591884,33.85176694,-47.31592098,16.6237843,1.370300383,0.858805036,0.282228719,35.50316961,8.937815981,0.998368752,37.33993886,2.437303718,12.23820643,689.7653267,1,1
2431,491.0622661,12695.6397,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.164837207,0.506978226,8.580767815,3.075629798,6436.412891,2092.713795,36.69420312,-23.21892649,16.86953169,1.624655961,1.767596727,0.590510868,79.49927191,21.86942396,4.714678118,45.38772556,6.132995164,28.451236,667.7202878,1,1
2432,640.0434019,19949.07745,RESIDENTIAL ONLY,RESIDENTIAL ONLY,58,0.14923569,0.457910557,8.562567223,3.068371628,9134.893175,2977.114338,37.34494039,-41.48756424,17.63502221,1.700195537,1.358790685,0.434678224,67.38448353,19.41163597,4.285125804,40.75899565,5.931867475,24.093776,659.551524,1,1
2433,452.238881,11104.075,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.158264814,0.487837159,8.556800653,3.082410738,5416.980398,1757.38436,39.00491976,-20.33887719,16.76410811,1.428695424,1.919302107,0.586267044,65.67754876,17.38142411,4.930788696,45.80008202,5.482111806,27.17454227,661.4631882,1,1
2434,1048.409089,62301.82415,RESIDENTIAL ONLY,COMMUNITY - EDUCATIONAL,96,0.253189326,0.909431685,10.05679805,3.591903747,56659.2529,15774.15685,29.97414814,19.64745945,31.77280446,0.964594908,3.135999388,1.119551095,3714.017591,878.1531496,6.97156532,46.10793407,112.6815263,482.413542,676.5385155,1,2
2435,677.8656581,18894.94275,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.120601991,0.366659323,8.512679625,3.040242723,6928.006915,2278.767707,30.77745787,15.53842094,18.43490976,1.287536424,0.533735296,0.190619749,93.16623003,38.21970573,1.849138563,49.07190952,11.57880168,31.56135737,713.8018063,2,2
2436,650.1975708,18663.05,RESIDENTIAL ONLY,RESIDENTIAL ONLY,42,0.161302323,0.495769271,8.605914242,3.073540801,9252.566685,3010.393314,36.15579351,-37.07417215,16.97867265,1.441646242,0.291655633,0.104162726,128.2078702,40.92572905,2.339203313,44.66397063,9.695605676,30.87847719,697.0662662,1,1
2437,572.5450204,16243.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.134593146,0.448068633,9.321367472,3.329059811,7278.202841,2186.263764,38.36597653,26.09581839,16.41082678,1.578283777,0.989106755,0.353252412,60.75579017,15.40956916,2.778057033,46.15037647,4.092253115,20.1961588,651.054623,1,1
