OID_,Shape_Length,Shape_Area,Majority_use,Minority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification,Kmeans_Cluster
1433,516.2936559,14237.555,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.123217402,0.384677415,8.741433814,3.121940648,5476.865857,1754.314531,35.4692944,31.7163633,16.37165307,1.600771898,0.774125295,0.27647332,63.98934844,19.25671181,2.139207162,38.382921,4.92015667,18.68622315,696.5574385,1,1
1434,435.5585167,10768,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.126304106,0.418953437,9.280323543,3.31702153,4511.290614,1360.042618,34.49518474,56.59053214,16.17093991,1.613366798,1.014971015,0.343465563,58.24363068,14.25372203,1.979567058,42.94247378,3.705147016,19.37500197,696.3868977,1,1
1435,773.851999,28192.232,RESIDENTIAL ONLY,UTILITIES,89,0.170781238,0.474097405,7.768453914,2.77605088,13365.86404,4814.704289,35.56196183,-9.920934222,16.31497756,1.514236912,0.820678532,0.282085021,36.10684142,12.9307306,2.387199827,55.55973524,3.275389329,11.38135399,681.8498047,1,1
1436,593.0919856,17671.0172,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,72,0.704840656,5.551101812,22.05001051,7.875683351,98093.61561,12455.25135,31.14235019,-37.49067094,25.03054861,1.758871039,10.59669859,3.783258586,10464.58603,762.2502651,6.660454917,49.57819136,71.71850285,996.5273005,532.1337804,0,4
1437,250.7697066,3906.1644,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.219024856,0.568401505,7.26640916,2.595146128,2220.269725,855.547095,33.71493566,-7.377516122,18.17473322,1.361213851,0.298023419,0.106436935,22.44184031,7.469594191,0.801631478,42.16903508,2.077172184,7.260139507,697.6862917,1,1
1438,533.5532859,15398.71,RESIDENTIAL ONLY,RESIDENTIAL ONLY,43,0.115775578,0.309937437,7.43419134,2.677053696,4772.636717,1782.79455,34.36531997,10.4651977,16.28565469,1.597332831,1.617088918,0.499657828,47.91495085,12.8611534,6.550649849,50.0479906,3.991920436,20.00551306,679.3454558,1,1
1439,615.2932784,17301.55,RESIDENTIAL ONLY,RESIDENTIAL ONLY,43,0.147664383,0.470133565,8.905209216,3.183798001,8134.039389,2554.822709,34.32063818,-46.05428075,16.18815004,1.588774759,1.225677303,0.4193785,62.57772839,17.88904867,3.99953173,53.65786557,4.777661691,20.799134,698.7533572,1,1
1440,523.1416635,12711.6614,RESIDENTIAL ONLY,RESIDENTIAL ONLY,39,0.144399678,0.360646479,6.97192462,2.497557372,4584.41592,1835.559809,25.30924398,-0.843163234,16.36128169,1.432259563,0.91396108,0.284408909,43.60163662,14.64393208,3.060308438,46.39042248,4.460948391,15.7096549,725.6659773,2,2
1441,446.877361,10738,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.144689827,0.447106549,8.619630368,3.090103549,4801.030128,1553.679367,34.49616107,0.342598889,16.1907006,1.502444609,1.243144486,0.375038235,56.71150698,16.78441041,1.844960183,28.68714528,4.544473215,19.10023861,694.7511803,1,1
1442,455.1340411,11338.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.147576694,0.455755441,8.647132515,3.088261613,5167.583071,1673.298345,33.57518505,-48.00506511,16.63199307,1.447375223,0.856665657,0.30595202,62.93821983,19.52682916,3.356779174,45.727923,5.707331901,20.50888711,688.9476527,1,1
1443,340.210838,6191.4851,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.275578142,1.197824458,12.17019138,4.346496921,7416.312285,1706.237962,28.04690743,-44.21034768,24.72911495,1.619055769,0.870595399,0.310926928,199.7991743,49.37682442,2.529945849,81.88188925,14.88594521,59.26551155,658.2220606,1,2
1444,306.7227945,5269.17235,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,OFFICE ONLY,5,0.54195704,5.424062089,28.02320607,10.00828788,28580.31798,2855.66505,25.25138356,10.79786573,18.11574126,1.627583281,2.916537005,1.041620359,6443.172877,648.8294034,2.011470513,48.65900741,42.88086413,437.1144869,638.614148,1,4
1445,351.848844,6704.56185,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,9,0.460643049,3.535172368,21.48840114,7.67442898,23701.78179,3088.409812,33.76091446,-73.97487862,42.10460026,1.669531083,2.399556728,0.856984546,4566.233605,559.1226749,8.869399328,19.5560163,81.65444148,697.3035618,600.5321474,0,4
1446,295.922375,5055,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,2,0.572595786,8.581346298,41.96288203,14.98674358,43378.70554,2894.4717,26.59406582,11.04092873,49.0733016,2.657397743,0.752141193,0.268621855,13072.64214,866.2163966,14.31616193,6.24E-05,26.41520104,315.9632717,440.061198,0,4
1447,438.3978171,10798.83,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.14831571,0.45882171,8.654377237,3.093547617,4954.73765,1601.636142,33.32961366,48.74426059,16.38460736,1.410327515,0.820221363,0.270641095,33.72298941,8.327598938,2.475936273,45.45277404,2.739096261,13.67358621,703.5982571,1,1
1448,229.148182,3278.943,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,OFFICE WITH RETAIL ON GROUND FLOOR,6,0.515227651,4.679751863,25.43206911,9.082881826,15344.63961,1689.4021,31.115152,-5.606172308,25.09972169,2.000633662,6.751239959,2.411157128,3632.359646,290.7194745,5.51101153,30.10846992,36.86591577,526.3354956,536.6307809,0,4
1449,417.4379903,9705,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.363207387,2.411437002,18.58999524,6.639284015,23402.9961,3524.927693,32.06435003,-18.56514031,17.49490193,1.919417091,0.479921894,0.171400676,259.8611819,35.04413763,1.248762862,39.61222137,5.752587548,45.46850045,676.1600068,1,3
1450,805.3864072,42100.9273,RESIDENTIAL ONLY,RESIDENTIAL ONLY,105,0.172100343,0.918956404,14.95103311,5.339654681,38688.91676,7245.584037,34.52155682,-43.53123043,22.56124661,2.161026494,1.5289089,0.546038893,308.1383107,52.29001747,4.034030393,42.53630898,14.63912355,89.72645833,695.9626835,1,1
1451,448.6688342,11533,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.186556951,0.517512966,7.733894491,2.77402135,5968.47704,2151.561315,31.10436088,-22.98072289,17.61483203,1.231088423,2.586805552,0.897392376,172.429582,43.77520904,8.223702617,44.67318629,9.853969211,52.61880572,676.4490186,1,1
1452,475.6212361,11747.4025,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.370298729,2.475128497,18.71559155,6.684139839,29076.33069,4350.04822,34.51512015,2.983074185,18.26312436,1.851353363,0.911755116,0.325626827,594.0770829,81.54655931,3.228402871,29.90484202,14.86652792,112.4727089,666.8585331,1,3
1453,677.132128,21184.5739,RESIDENTIAL ONLY,RESIDENTIAL ONLY,45,0.138818125,0.43192927,8.708560175,3.111476037,9150.237534,2940.802826,34.58553727,42.04048621,16.75408152,1.506230006,1.170299788,0.411089473,69.79136209,19.16534117,2.946838374,44.14952289,5.433248457,24.27962012,700.9029894,1,1
1454,176.517223,1878.605,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.307174127,1.070828281,9.760975679,3.486062742,2011.663363,577.058851,32.10607541,-8.668567088,18.96315035,1.569009813,3.89963623,1.392727225,188.4782663,33.37620694,9.734351084,27.03588017,10.50626385,75.74349612,676.5442424,1,3
1455,186.299026,2063.93775,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.316934789,1.303858657,11.51562573,4.113729105,2691.083103,654.1336755,32.95901985,0.525321437,28.16898193,1.917898798,3.698950593,1.31827012,279.2830979,45.79992654,4.323100007,22.84200993,16.87851489,113.5336594,603.4058644,0,3
1456,615.9006844,16431.209,RESIDENTIAL ONLY,RESIDENTIAL ONLY,54,0.145602938,0.353932215,6.782390263,2.430804087,5815.534204,2392.432308,24.4396699,-29.71375127,16.85728907,1.430084351,1.469886643,0.499347871,41.1617285,13.39064869,2.884109124,52.91281372,5.000344764,18.90285545,722.4358758,2,2
1457,597.4553331,15027.3155,RESIDENTIAL ONLY,RESIDENTIAL ONLY,54,0.156178017,0.376816308,6.723090301,2.412735892,5662.537539,2346.93634,25.24736176,-34.52686437,16.84161374,1.437849916,1.316742445,0.428583247,38.04001736,11.92004514,3.712285812,46.9174634,4.751828904,18.77310352,693.7478587,1,2
1458,353.3585836,7964.4134,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,3,0.026045707,0.112481948,12.09218277,4.318636705,895.8527364,207.4387805,38.06667976,10.18421666,25.9475717,1.962785659,7.128968531,2.54606019,444.413441,65.1658423,11.56835884,40.55074975,18.59162525,176.5780559,477.0948143,0,1
1459,131.7772532,725.30245,RESIDENTIAL ONLY,TRANSPORT,2,0.044660658,0.081458019,2.205962285,0.810895191,59.08170098,32.39248474,41.86150317,-57.16134376,15.38893449,0.739187194,0.45515666,0.148490659,2.296235174,11.4328813,21.07369189,35.13826026,7.207012523,13.02304134,297.84534,0,1
1460,349.6145633,6901.95195,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.211746374,0.957696453,12.66397162,4.522847007,6609.974902,1461.4633,34.62027595,9.671156712,18.11859474,1.508323442,1.062550239,0.379482228,91.63918256,15.6011758,1.789993937,51.42049469,3.283657565,26.14735036,693.5301015,1,1
1461,410.1762839,9609,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.136290028,0.443162476,9.104517426,3.251613367,4258.348235,1309.610879,34.83100841,49.1955881,16.67705387,1.614495758,0.488680781,0.17452885,64.88641894,18.15028167,1.648732932,45.93255567,4.788455105,19.22017915,695.0906235,1,1
1462,894.3920226,35943.38675,RESIDENTIAL ONLY,RESIDENTIAL ONLY,104,0.129164342,0.328750899,7.11219367,2.545214068,11816.42072,4642.603889,25.29719116,-32.21202838,16.68419259,1.499984337,1.045964812,0.34980504,39.23053334,12.61981492,2.821937961,49.24416884,5.803975368,20.07183817,729.0836314,2,2
1463,296.1998571,4668.6746,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.292309641,1.046941533,10.01163289,3.58161821,4887.829345,1364.698595,30.00295442,60.52154984,23.23609578,1.696617958,3.152647117,1.110679233,164.523805,31.42671649,4.323203159,59.58185177,10.87556434,70.52348992,640.7529095,1,3
1464,414.208946,9012.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.181260816,0.489612806,7.563222366,2.701150845,4412.635415,1633.6131,33.32533114,-7.611946819,18.10093784,1.117742742,2.75704597,0.984659275,197.9457128,38.46214504,2.677112402,36.68269268,7.617565439,60.03985017,649.7745924,1,1
1465,664.4083457,19297.18185,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.140935382,0.443341073,8.807972767,3.14570456,8555.233306,2719.655693,34.81977138,31.57386537,16.55472128,1.533833834,0.393693475,0.140604812,51.57205351,15.25003347,1.697949966,42.73457935,4.231526966,15.19967409,703.319659,1,1
1466,359.5435447,7599.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.388275117,2.422694648,17.47097542,6.239634078,18411.26798,2950.69675,30.16883112,-34.07031416,17.94070139,1.844428021,0.673234631,0.24044094,445.3865019,68.29131147,1.983591487,45.62350295,12.6882777,84.88318698,709.0906788,2,3
1467,407.4194438,9456.1,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.130112336,0.412267174,8.86470443,3.168547949,3898.439625,1230.35526,35.05057307,-36.08619704,16.86795976,1.6778504,1.277320859,0.442494084,72.27901547,20.24902036,5.253355319,50.72954923,5.668236923,25.54079934,695.35934,1,1
1468,371.3364217,7749.21055,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.217909287,0.609673891,7.820296499,2.797833454,4724.49135,1688.624948,30.46365865,38.76282514,18.85388779,1.196282815,2.67190783,0.943564744,301.6444629,87.82326252,2.7449518,43.75203046,18.45039097,80.40518878,711.1019089,2,2
1469,471.5716685,11516.3925,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.327037851,2.020283669,17.29706286,6.177522451,23266.37969,3766.29625,34.88227825,-19.81516582,17.97421074,1.831149184,1.748338832,0.624406726,364.9172566,43.25361734,4.736069196,39.8066698,8.119474695,78.64929602,664.3420367,1,3
1470,473.4190461,12539.07285,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.219323667,0.777351748,9.924076698,3.544313106,9747.270204,2750.115443,17.75553141,8.995869529,28.87027648,1.415385281,1.606199929,0.573642832,862.7433181,235.3358741,2.363777722,32.12586306,54.18202066,203.0847618,726.8441349,2,2
1471,489.4852425,10689.355,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.156151675,0.368670542,6.610736138,2.360977192,3940.850302,1669.160684,36.82213515,7.144309321,16.65734419,1.65202859,0.374931426,0.133904081,15.37806606,6.194479191,2.465089762,45.58985646,2.084308484,5.890684231,684.1195988,1,1
1472,488.9875075,15405.73,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.133269744,0.420863677,8.842354266,3.157983666,6483.712178,2053.117695,33.57794562,-29.49096283,16.2124811,1.479838244,0.523294367,0.186890846,34.49094515,10.19206333,3.428069018,48.78415209,2.537253833,9.830810112,698.6090155,1,1
1473,572.4278823,19385.3614,OFFICE ONLY,RESIDENTIAL ONLY,29,0.493670024,5.387682839,30.55788529,10.91353046,104442.1789,9569.971824,34.41561561,-0.460715186,26.94576168,2.095167459,7.520251623,2.685804151,6305.078838,537.1016627,7.059100784,29.64283543,69.24072109,830.8816091,519.2488383,0,4
1474,512.3658353,15753.69,RESIDENTIAL ONLY,RETAIL ONLY,31,0.138584943,0.427137484,8.621721052,3.082134877,6728.991503,2183.224228,32.88388913,8.111159237,16.84398674,1.425389367,1.414503079,0.491917842,204.3668392,70.42724186,4.427121957,59.05730954,13.71530021,42.36551822,709.5866519,2,1
1475,373.938633,8292,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.136580746,0.467829668,9.590832574,3.425297348,3879.243606,1132.527546,36.25688863,-21.78339855,16.23847875,1.627508547,0.819858946,0.292806766,53.0087214,13.19839612,3.521500082,48.4117023,3.36032802,16.72065694,694.7046732,1,1
1476,364.7728478,6623.14215,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.140070352,0.475681633,9.508854251,3.396019375,3150.507075,927.70585,19.08682965,19.70971658,22.82511276,1.496765594,2.45456122,0.876629007,355.5772848,69.06834121,4.148172005,41.75512469,19.96279937,118.5147468,728.3982819,2,2
1477,649.9907818,16908.78735,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,31,0.607329735,4.981710455,22.96657729,8.202645391,84234.68272,10269.20934,26.70946702,13.42947295,20.11829997,1.678905119,3.527575158,1.258083264,2877.439224,329.7773087,9.587718173,47.53252064,35.66813293,334.9746045,575.2733097,0,4
1478,593.5006681,15953.7275,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.227582118,1.060579238,13.04857294,4.660204621,16920.19215,3630.7831,33.47683161,7.823577711,18.39310423,1.500114659,1.357848691,0.484945961,126.7237644,20.16462379,0.92184822,21.55740495,4.353018872,35.92936717,704.0277742,1,1
1479,398.9054467,9112,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.141557814,0.426340181,8.423416798,3.01177427,3884.81173,1289.874798,33.49456088,20.60723703,16.49016652,1.50799803,0.800339007,0.257448346,72.01826869,21.57142537,2.07403701,42.03458563,5.705494831,21.59565469,704.4568858,1,1
1480,370.7489685,8084.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.147893727,0.455576436,8.612315987,3.080431094,3683.107696,1195.646837,33.57207645,48.90844427,16.36712961,1.451196296,0.926338811,0.29618099,44.68991568,12.46142388,3.538095714,47.9115131,3.451396223,15.65070834,696.5140721,1,1
1481,868.7334114,12414.769,RESIDENTIAL ONLY,RECREATION AND LEISURE,17,0.089570718,0.271187225,8.465737518,3.027632555,3366.726756,1111.999773,38.30439214,-40.67028982,18.00036592,1.350898157,1.434551536,0.491520627,143.9841532,51.44806883,3.590454986,40.20674944,13.53575736,40.6291846,669.9753078,1,1
1482,507.1112564,13427,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.142889279,0.435746758,8.527299335,3.049541317,5850.77172,1918.574352,34.03099521,61.79953674,16.33095807,1.448241542,1.050989788,0.349123446,59.91769309,17.10619587,2.244439689,40.46640057,4.688990097,20.36420456,704.2022636,1,1
1483,368.1710012,7953.12,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.244537993,1.162254337,13.30800214,4.752857906,9243.548216,1944.84,33.5097083,53.58297978,17.74801687,1.571483159,0.744334643,0.265833801,66.77684675,8.882592602,1.19789511,52.49611049,1.788156721,17.747112,713.8248793,2,1
1484,686.6330313,22483.33695,RESIDENTIAL ONLY,RESIDENTIAL ONLY,63,0.129759329,0.400556947,8.624837069,3.086922149,9005.856805,2917.422709,39.97608027,-11.12448676,17.65367544,1.822591646,1.283551273,0.423844193,59.96353845,17.92941354,4.505667777,39.79905859,4.867916062,20.32101334,619.4078543,1,1
1485,651.7642738,7489.02345,RESIDENTIAL ONLY,RESIDENTIAL ONLY,2,0.013411051,0.027462001,5.553186276,1.983977759,205.663569,100.435676,38.65775396,-6.960821705,72.80986073,1.834356335,2.096879603,0.745614832,73.8175351,32.70595372,10.17363714,5.890912217,28.70987857,68.86952892,300.4170722,0,0
1486,477.1531706,12331,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.132436313,0.431394687,9.120648985,3.257374637,5319.527885,1633.072175,33.96269576,40.61135684,16.61928153,1.643262746,0.490224044,0.175080016,70.13498575,18.83794359,1.92518169,44.29551906,5.177584199,21.82423058,706.3010834,1,1
1487,374.8650463,8113.99,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.147885806,0.469444563,8.888241659,3.174372021,3809.068489,1199.94395,33.36626618,28.42365773,16.35004236,1.479931776,0.482678121,0.172385043,28.90737599,10.19881478,1.759706096,53.27023374,2.863876704,7.541523094,700.9688407,1,1
1488,457.0264191,10500.37455,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.209728989,1.051013311,14.031619,5.011292498,11036.03342,2202.232941,32.49971905,28.38066668,29.20103142,2.740021655,1.684399484,0.601571244,481.1133587,87.12380136,13.36367134,43.54611212,18.68212695,111.0810168,647.5694633,1,2
1489,515.604816,14803.14215,RESIDENTIAL ONLY,UNCLASSIFIED,22,0.146038293,0.517631,9.899946815,3.544488164,7662.56528,2161.825612,34.67673719,18.49737612,21.25404246,1.217836573,2.005361331,0.680392309,1173.865682,273.7311925,4.229946536,53.82371518,47.96289392,216.9222662,654.6396687,1,1
1490,400.6512105,9271.7475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.29585267,1.69398099,16.0321243,5.725758679,15706.16401,2743.07125,35.83675904,-20.24856685,17.18725496,2.003027535,2.490388121,0.889424329,186.338278,33.11612259,3.176616091,58.69791365,7.241511393,44.3976724,665.7404324,1,3
1491,333.6501787,6952.465,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,7,0.561660639,7.803588682,38.90258064,13.8937788,54254.17718,3904.925937,33.64519404,-30.54972524,18.18060064,2.010919748,7.10478625,2.537423661,12940.65678,731.5437613,5.421736083,48.03559452,48.51024181,995.0734933,486.2710735,0,4
1492,639.1562496,24194.59,RESIDENTIAL ONLY,RESIDENTIAL ONLY,107,0.194328724,0.575571346,8.272462843,2.961843898,13925.71273,4701.703811,36.26045315,12.26644082,16.53752372,1.693709074,1.783587473,0.610234836,43.37278687,23.37787264,5.829823544,55.3789081,6.486955743,16.55247021,688.7998408,1,1
1493,316.8456801,5244.76,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.161252717,0.463301891,8.04479643,2.873141582,2429.907225,845.7318,36.22355407,-4.411925351,17.3194537,1.606058645,1.155834384,0.412797994,15.85129821,18.2953576,1.849891057,44.50275316,4.215974009,5.490651312,695.8451136,1,1
1494,447.1596713,12872.97955,RESIDENTIAL ONLY,RESIDENTIAL ONLY,61,0.160095985,0.367588911,6.428949145,2.296053266,4731.964536,2060.912344,36.43585263,6.573862801,17.13808916,1.592025879,0.503361997,0.179772142,23.36404216,9.491446878,3.372266638,50.73614311,3.509653996,9.360873566,681.4661374,1,1
1495,459.1938232,12466,RESIDENTIAL ONLY,RETAIL ONLY,22,0.324527385,1.729950178,14.92589133,5.330675474,21565.55892,4045.558383,31.73370605,-25.57103058,17.41410163,1.637604254,3.099699823,1.107035651,472.6556272,150.455777,2.397922821,49.69775279,19.72954575,41.72653973,687.4988838,1,3
1496,474.5165764,11764.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.350970929,2.261191266,18.03948704,6.442673942,26601.78465,4128.9975,34.77109027,-24.53363641,18.4171319,1.689735451,2.758157756,0.985056341,577.4928766,70.92485779,3.067049711,42.83612139,11.35675958,111.2102947,659.7503324,1,3
1497,910.8390242,26572.0524,RESIDENTIAL ONLY,RETAIL - VACANT/DERELICT,52,0.149281121,0.366118095,6.852262461,2.452541175,9728.509204,3966.70577,25.90152291,-49.87783741,20.217969,1.051594775,2.060622618,0.724121039,545.9249971,147.5344512,9.843136692,48.31473561,29.70207701,124.5265627,720.3236326,2,2
1498,855.2372123,28377.38075,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.110828643,0.489739665,12.37289413,4.41889076,13897.52894,3145.026595,35.57039166,5.784444399,21.29736611,1.554518249,1.095256321,0.391162972,91.85024008,15.92109484,1.890628031,57.08395932,5.488426393,33.89892906,700.6142996,1,1
1499,353.6666933,6134.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.311475093,1.051347573,9.446670882,3.3753825,6449.491688,1910.743958,30.97812505,-81.76063679,19.86076667,1.537855157,2.731870566,0.971554061,174.0077201,39.30141159,3.615530152,21.26316893,11.56908705,63.37434902,639.9735884,1,3
1500,1200.577167,49001.7112,RESIDENTIAL ONLY,OFFICE ONLY,91,0.267189375,1.325198876,13.88361273,4.959773857,64937.01261,13092.73658,28.66091627,-6.455909926,22.90629692,1.652537799,4.566407029,1.627445235,813.3479991,115.1189447,8.180286276,67.2957599,28.13972224,236.4971003,668.2340278,1,2
1501,418.1989126,7210.69,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.188917541,0.773741507,11.45403344,4.095657298,5579.210146,1362.225825,38.50375937,4.150300597,24.24894587,1.820050361,1.275508882,0.415505364,222.9398127,52.64539131,8.166528741,25.02313731,18.90841848,81.85280224,676.5703753,1,1
